question_id,title,topic_primary,url_slug,source_url,base_unweighted_n,base_weighted_n,moe_question_level,is_multiselect,options_count,context,filter_condition,module_base_unweighted_n,module_base_weighted_n
2025-064c_q22_2,To what extent do you believe your main AI assistant... - Has intentions,AI Adoption Survey August 2025,to-what-extent-do-you-believe-your-main-ai-assistant-has-intentions,https://reports.verasight.io/reports/august-ai-survey-2025#to-what-extent-do-you-believe-your-main-ai-assistant-has-intentions,223,232.69520402492304,+/- 6.6%,false,5,,"If Which best describes you? I used an AI tool for mental-health or emotional-support purposes in the past 30 days Is Selected , Or Which best describes you? I have used an AI for that before, but not in the past 30 days Is Selected",1000,999.9999999999825
2025-064c_q22_3,To what extent do you believe your main AI assistant... - Has feelings,AI Adoption Survey August 2025,to-what-extent-do-you-believe-your-main-ai-assistant-has-feelings,https://reports.verasight.io/reports/august-ai-survey-2025#to-what-extent-do-you-believe-your-main-ai-assistant-has-feelings,223,232.69520402492304,+/- 6.6%,false,5,,"If Which best describes you? I used an AI tool for mental-health or emotional-support purposes in the past 30 days Is Selected , Or Which best describes you? I have used an AI for that before, but not in the past 30 days Is Selected",1000,999.9999999999825
2025-064c_q22_4,To what extent do you believe your main AI assistant... - Is conscious,AI Adoption Survey August 2025,to-what-extent-do-you-believe-your-main-ai-assistant-is-conscious,https://reports.verasight.io/reports/august-ai-survey-2025#to-what-extent-do-you-believe-your-main-ai-assistant-is-conscious,223,232.69520402492307,+/- 6.6%,false,5,,"If Which best describes you? I used an AI tool for mental-health or emotional-support purposes in the past 30 days Is Selected , Or Which best describes you? I have used an AI for that before, but not in the past 30 days Is Selected",1000,999.9999999999825
2025-064c_q22_5,To what extent do you believe your main AI assistant... - Can be morally responsible for its actions,AI Adoption Survey August 2025,to-what-extent-do-you-believe-your-main-ai-assistant-can-be-morally-responsible-for-its-actions,https://reports.verasight.io/reports/august-ai-survey-2025#to-what-extent-do-you-believe-your-main-ai-assistant-can-be-morally-responsible-for-its-actions,223,232.69520402492304,+/- 6.6%,false,5,,"If Which best describes you? I used an AI tool for mental-health or emotional-support purposes in the past 30 days Is Selected , Or Which best describes you? I have used an AI for that before, but not in the past 30 days Is Selected",1000,999.9999999999825
2025-064c_q23,Which statement is closest to your view?,AI Adoption Survey August 2025,which-statement-is-closest-to-your-view,https://reports.verasight.io/reports/august-ai-survey-2025#which-statement-is-closest-to-your-view,633,640.1099243329373,+/- 3.9%,false,4,,,1000,999.9999999999825
2025-064c_q4,Roughly how often do you use AI tools?,AI Adoption Survey August 2025,roughly-how-often-do-you-use-ai-tools,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,6,,,1000,999.9999999999825
2025-064c_q5,What are your main reasons for not using AI products today?,AI Adoption Survey August 2025,what-are-your-main-reasons-for-not-using-ai-products-today,https://github.com/Verasight/verasight-report-2025-064b,367,,+/- 5.1%,true,8,,"If Have you used artificial intelligence (AI) tools in your work or personal life at all the past month? No Is Selected , Or Roughly how often do you use AI tools? Never Is Selected",1000,999.9999999999825
2025-064c_q6_1,Please indicate how much you agree or disagree with the following: - I’m excited about the possibilities AI brings to my life,AI Adoption Survey August 2025,please-indicate-how-much-you-agree-or-disagree-with-the-following-i-m-excited-about-the-possibilities-ai-brings-to-my-life,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q6_2,Please indicate how much you agree or disagree with the following: - I’m excited about the possibilities AI brings to my work,AI Adoption Survey August 2025,please-indicate-how-much-you-agree-or-disagree-with-the-following-i-m-excited-about-the-possibilities-ai-brings-to-my-work,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q6_3,Please indicate how much you agree or disagree with the following: - I feel anxious about the rise of AI,AI Adoption Survey August 2025,please-indicate-how-much-you-agree-or-disagree-with-the-following-i-feel-anxious-about-the-rise-of-ai,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q6_4,Please indicate how much you agree or disagree with the following: - I feel confident I can keep up with changes driven by AI,AI Adoption Survey August 2025,please-indicate-how-much-you-agree-or-disagree-with-the-following-i-feel-confident-i-can-keep-up-with-changes-driven-by-ai,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q6_5,Please indicate how much you agree or disagree with the following: - I feel left behind by AI,AI Adoption Survey August 2025,please-indicate-how-much-you-agree-or-disagree-with-the-following-i-feel-left-behind-by-ai,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q6_6,Please indicate how much you agree or disagree with the following: - I trust tech companies to develop AI responsibly,AI Adoption Survey August 2025,please-indicate-how-much-you-agree-or-disagree-with-the-following-i-trust-tech-companies-to-develop-ai-responsibly,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q7_1,How concerned are you about the following issues surrounding AI? - Environmental impacts of AI-supporting data centers,AI Adoption Survey August 2025,how-concerned-are-you-about-the-following-issues-surrounding-ai-environmental-impacts-of-ai-supporting-data-centers,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q7_10,How concerned are you about the following issues surrounding AI? - Cyberattacks with AI,AI Adoption Survey August 2025,how-concerned-are-you-about-the-following-issues-surrounding-ai-cyberattacks-with-ai,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q7_11,How concerned are you about the following issues surrounding AI? - Foreign nations winning the AI race,AI Adoption Survey August 2025,how-concerned-are-you-about-the-following-issues-surrounding-ai-foreign-nations-winning-the-ai-race,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q7_12,How concerned are you about the following issues surrounding AI? - Humans developing relationships with AI,AI Adoption Survey August 2025,how-concerned-are-you-about-the-following-issues-surrounding-ai-humans-developing-relationships-with-ai,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q7_13,How concerned are you about the following issues surrounding AI? - Other (please specify):,AI Adoption Survey August 2025,how-concerned-are-you-about-the-following-issues-surrounding-ai-other-please-specify,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q7_2,How concerned are you about the following issues surrounding AI? - Ethical sourcing of AI training data,AI Adoption Survey August 2025,how-concerned-are-you-about-the-following-issues-surrounding-ai-ethical-sourcing-of-ai-training-data,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q7_3,How concerned are you about the following issues surrounding AI? - Misinformation in AI output,AI Adoption Survey August 2025,how-concerned-are-you-about-the-following-issues-surrounding-ai-misinformation-in-ai-output,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q7_4,How concerned are you about the following issues surrounding AI? - Bias in AI model training and output,AI Adoption Survey August 2025,how-concerned-are-you-about-the-following-issues-surrounding-ai-bias-in-ai-model-training-and-output,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q7_5,How concerned are you about the following issues surrounding AI? - Regulation of AI development and use,AI Adoption Survey August 2025,how-concerned-are-you-about-the-following-issues-surrounding-ai-regulation-of-ai-development-and-use,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q7_6,How concerned are you about the following issues surrounding AI? - AI taking away jobs from humans,AI Adoption Survey August 2025,how-concerned-are-you-about-the-following-issues-surrounding-ai-ai-taking-away-jobs-from-humans,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q7_7,How concerned are you about the following issues surrounding AI? - Loss of human creativity and interaction,AI Adoption Survey August 2025,how-concerned-are-you-about-the-following-issues-surrounding-ai-loss-of-human-creativity-and-interaction,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q7_8,How concerned are you about the following issues surrounding AI? - Loss of human oversight in AI use,AI Adoption Survey August 2025,how-concerned-are-you-about-the-following-issues-surrounding-ai-loss-of-human-oversight-in-ai-use,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q7_9,How concerned are you about the following issues surrounding AI? - AI dominating humans,AI Adoption Survey August 2025,how-concerned-are-you-about-the-following-issues-surrounding-ai-ai-dominating-humans,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,5,,,1000,999.9999999999825
2025-064c_q8,"In the long run, do you think the use of AI in the workplace will lead to…",AI Adoption Survey August 2025,in-the-long-run-do-you-think-the-use-of-ai-in-the-workplace-will-lead-to,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,false,3,,,1000,999.9999999999825
2025-064c_q9,Which of the following AI tools have you heard of?,AI Adoption Survey August 2025,which-of-the-following-ai-tools-have-you-heard-of,https://github.com/Verasight/verasight-report-2025-064b,1000,999.9999999999825,+/- 3.1%,true,9,,,1000,999.9999999999825
2025-183_q1,Who will win album of the year at the Grammys?,Pop Culture,who-will-win-album-of-the-year-at-the-grammys,https://reports.verasight.io/reports/2026-predictions#q-1,2000,2000.0000000001182,+/- 2.2%,false,9,,,2000,2000.0000000001182
2025-183_q10,Which of the following best describes Kendrick Lamar’s role in American popular culture today?,Pop Culture,which-of-the-following-best-describes-kendrick-lamar-s-role-in-american-popular-culture-today,https://reports.verasight.io/reports/2026-predictions#q-10,2000,2000.0000000001182,+/- 2.2%,false,5,,,2000,2000.0000000001182
2025-183_q13,Which party will win the most seats in the U.S. House of Representatives after the November 2026 midterm elections?,Predictions,which-party-will-win-the-most-seats-in-the-u-s-house-of-representatives-after-the-november-2026-midterm-elections,https://reports.verasight.io/reports/2026-predictions#q-13,1000,1000.0000000000425,+/- 3.1%,false,2,,,1000,1000.0000000000425
2025-183_q14,How confident are you that your income or savings will keep up with rising prices in 2026?,Predictions,how-confident-are-you-that-your-income-or-savings-will-keep-up-with-rising-prices-in-2026,https://reports.verasight.io/reports/2026-predictions#q-14,1000,1000.0000000000425,+/- 3.1%,false,4,,,1000,1000.0000000000425
2025-183_q15,"When you think about 2026 overall, which best describes your outlook?",Predictions,when-you-think-about-2026-overall-which-best-describes-your-outlook,https://reports.verasight.io/reports/2026-predictions#q-15,1000,1000.0000000000425,+/- 3.1%,false,5,,,1000,1000.0000000000425
2025-183_q16,"Thinking about 2026, do you expect the prices of everyday goods (like groceries and household items) to generally…",Predictions,thinking-about-2026-do-you-expect-the-prices-of-everyday-goods-like-groceries-and-household-items-to-generally,https://reports.verasight.io/reports/2026-predictions#q-16,1000,1000.0000000000425,+/- 3.1%,false,4,,,1000,1000.0000000000425
2025-183_q17,How likely do you think it is that the war in Ukraine will end in 2026?,Predictions,how-likely-do-you-think-it-is-that-the-war-in-ukraine-will-end-in-2026,https://reports.verasight.io/reports/2026-predictions#q-17,1000,1000.0000000000425,+/- 3.1%,false,5,,,1000,1000.0000000000425
2025-183_q18,Which of the following do you think is most likely to happen with regards to the Israel-Palestine conflict in 2026?,Predictions,which-of-the-following-do-you-think-is-most-likely-to-happen-with-regards-to-the-israel-palestine-conflict-in-2026,https://reports.verasight.io/reports/2026-predictions#q-18,1000,1000.0000000000425,+/- 3.1%,false,5,,,1000,1000.0000000000425
2025-183_q19,"In 2026, do you expect the current boom in artificial intelligence (AI) to continue or crash?",Predictions,in-2026-do-you-expect-the-current-boom-in-artificial-intelligence-ai-to-continue-or-crash,https://reports.verasight.io/reports/2026-predictions#q-19,1000,1000.0000000000425,+/- 3.1%,false,3,,,1000,1000.0000000000425
2025-183_q2,Will Taylor Swift drop an album in 2026?,Pop Culture,will-taylor-swift-drop-an-album-in-2026,https://reports.verasight.io/reports/2026-predictions#q-2,2000,2000.0000000001182,+/- 2.2%,false,2,,,2000,2000.0000000001182
2025-183_q3,Will Taylor Swift and Travis Kelce become pregnant in 2026?,Pop Culture,will-taylor-swift-and-travis-kelce-become-pregnant-in-2026,https://reports.verasight.io/reports/2026-predictions#q-3,2000,2000.0000000001182,+/- 2.2%,false,2,,,2000,2000.0000000001182
2025-183_q38,"If you were no longer able to chat with an AI chatbot, would you have someone else to talk to about your mental health?",Artificial Intelligence,if-you-were-no-longer-able-to-chat-with-an-ai-chatbot-would-you-have-someone-else-to-talk-to-about-your-mental-health,https://reports.verasight.io/reports/2026-predictions#q-38,223,232.69520402492307,+/- 6.6%,false,4,,"If Which best describes you? I used an AI tool for mental-health or emotional-support purposes in the past 30 days Is Selected , Or Which best describes you? I have used an AI for that before, but not in the past 30 days Is Selected",1000,999.9999999999825
2025-183_q4,What genre will Beyonce’s next album be?,Pop Culture,what-genre-will-beyonce-s-next-album-be,https://reports.verasight.io/reports/2026-predictions#q-4,2000,2000.0000000001182,+/- 2.2%,false,7,,,2000,2000.0000000001182
2025-183_q43,"Compared to 2025, how do you expect your personal financial situation to change in 2026?",Predictions,compared-to-2025-how-do-you-expect-your-personal-financial-situation-to-change-in-2026,https://reports.verasight.io/reports/2026-predictions#q-43,1000,1000.0000000000425,+/- 3.1%,false,4,,,1000,1000.0000000000425
2025-183_q44,"To what extent, if at all, are you concerned about AI taking your job in 2026?",Predictions,to-what-extent-if-at-all-are-you-concerned-about-ai-taking-your-job-in-2026,https://reports.verasight.io/reports/2026-predictions#q-44,1000,1000.0000000000425,+/- 3.1%,false,4,,,1000,1000.0000000000425
2025-183_q45_1,- Go to the movies,Predictions,go-to-the-movies,https://reports.verasight.io/reports/2026-predictions#q-1,1000,1000.0000000000425,+/- 3.1%,false,4,"Compared to 2025, do you expect to do each of the following activities more or less in 2026?",,1000,1000.0000000000425
2025-183_q45_10,- Watch live television,Predictions,watch-live-television,https://reports.verasight.io/reports/2026-predictions#q-10,1000,1000.0000000000425,+/- 3.1%,false,4,"Compared to 2025, do you expect to do each of the following activities more or less in 2026?",,1000,1000.0000000000425
2025-183_q45_11,- Use social media,Predictions,use-social-media,https://reports.verasight.io/reports/2026-predictions#q-11,1000,1000.0000000000425,+/- 3.1%,false,4,"Compared to 2025, do you expect to do each of the following activities more or less in 2026?",,1000,1000.0000000000425
2025-183_q45_12,- Spend time outdoors,Predictions,spend-time-outdoors,https://reports.verasight.io/reports/2026-predictions#q-12,1000,1000.0000000000425,+/- 3.1%,false,4,"Compared to 2025, do you expect to do each of the following activities more or less in 2026?",,1000,1000.0000000000425
2025-183_q45_2,- Use AI,Predictions,use-ai,https://reports.verasight.io/reports/2026-predictions#q-2,1000,1000.0000000000425,+/- 3.1%,false,4,"Compared to 2025, do you expect to do each of the following activities more or less in 2026?",,1000,1000.0000000000425
2025-183_q45_3,- Go to a sit-down restaurant,Predictions,go-to-a-sit-down-restaurant,https://reports.verasight.io/reports/2026-predictions#q-3,1000,1000.0000000000425,+/- 3.1%,false,4,"Compared to 2025, do you expect to do each of the following activities more or less in 2026?",,1000,1000.0000000000425
2025-183_q45_4,- Go on vacation,Predictions,go-on-vacation,https://reports.verasight.io/reports/2026-predictions#q-4,1000,1000.0000000000425,+/- 3.1%,false,4,"Compared to 2025, do you expect to do each of the following activities more or less in 2026?",,1000,1000.0000000000425
2025-183_q45_5,- Shop online,Predictions,shop-online,https://reports.verasight.io/reports/2026-predictions#q-5,1000,1000.0000000000425,+/- 3.1%,false,4,"Compared to 2025, do you expect to do each of the following activities more or less in 2026?",,1000,1000.0000000000425
2025-183_q45_6,- Shop in physical stores,Predictions,shop-in-physical-stores,https://reports.verasight.io/reports/2026-predictions#q-6,1000,1000.0000000000425,+/- 3.1%,false,4,"Compared to 2025, do you expect to do each of the following activities more or less in 2026?",,1000,1000.0000000000425
2025-183_q45_7,- Order food delivery,Predictions,order-food-delivery,https://reports.verasight.io/reports/2026-predictions#q-7,1000,1000.0000000000425,+/- 3.1%,false,4,"Compared to 2025, do you expect to do each of the following activities more or less in 2026?",,1000,1000.0000000000425
2025-183_q45_8,"- Take a rideshare (e.g., Uber or Lyft)",Predictions,take-a-rideshare-e-g-uber-or-lyft,https://reports.verasight.io/reports/2026-predictions#q-8,1000,1000.0000000000425,+/- 3.1%,false,4,"Compared to 2025, do you expect to do each of the following activities more or less in 2026?",,1000,1000.0000000000425
2025-183_q45_9,- Take public transportation,Predictions,take-public-transportation,https://reports.verasight.io/reports/2026-predictions#q-9,1000,1000.0000000000425,+/- 3.1%,false,4,"Compared to 2025, do you expect to do each of the following activities more or less in 2026?",,1000,1000.0000000000425
2025-183_q46,"Looking ahead to next year, do you expect the balance of your non-mortgage debt (e.g., credit cards, student loans, auto loans, personal loans) to increase or decrease?",Predictions,looking-ahead-to-next-year-do-you-expect-the-balance-of-your-non-mortgage-debt-e-g-credit-cards-student-loans-auto-loans-personal-loans-to-increase-or-decrease,https://reports.verasight.io/reports/2026-predictions#q-46,1000,1000.0000000000425,+/- 3.1%,false,4,,,1000,1000.0000000000425
2025-183_q47,"Have you considered using a GLP-1 medication to lose weight (e.g., Ozempic, Wegovy, etc)?",Predictions,have-you-considered-using-a-glp-1-medication-to-lose-weight-e-g-ozempic-wegovy-etc,https://reports.verasight.io/reports/2026-predictions#q-47,1000,1000.0000000000425,+/- 3.1%,false,4,,,1000,1000.0000000000425
2025-183_q48,"What, if anything, has prevented you from using a GLP-1 medication?",Predictions,what-if-anything-has-prevented-you-from-using-a-glp-1-medication,https://reports.verasight.io/reports/2026-predictions#q-48,234,,+/- 6.4%,true,10,,"If Have you considered using a GLP-1 medication to lose weight (e.g., Ozempic, Wegovy, etc)? Yes, I have seriously considered it Is Selected , Or Have you considered using a GLP-1 medication to lose weight (e.g., Ozempic, Wegovy, etc)? Yes, I have considered it briefly Is Selected",1000,1000.0000000000425
2025-183_q49,Do you believe using a GLP-1 medication for weight management is “cheating”?,Predictions,do-you-believe-using-a-glp-1-medication-for-weight-management-is-cheating,https://reports.verasight.io/reports/2026-predictions#q-49,1000,1000.0000000000425,+/- 3.1%,false,3,,,1000,1000.0000000000425
2025-183_q5,Who will win the World Cup?,Pop Culture,who-will-win-the-world-cup,https://reports.verasight.io/reports/2026-predictions#q-5,2000,2000.0000000001182,+/- 2.2%,false,42,,,2000,2000.0000000001182
2025-183_q50,How would you describe your current weight?,Predictions,how-would-you-describe-your-current-weight,https://reports.verasight.io/reports/2026-predictions#q-50,1000,1000.0000000000425,+/- 3.1%,false,5,,,1000,1000.0000000000425
2025-183_q51,"Looking ahead to next year, do you think political violence in the United States will [Field-pv1_text], stay the same, or [Field-pv2_text]?",Predictions,looking-ahead-to-next-year-do-you-think-political-violence-in-the-united-states-will-field-pv1-text-stay-the-same-or-field-pv2-text,https://reports.verasight.io/reports/2026-predictions#q-51,1000,1000.0000000000425,+/- 3.1%,false,3,,,1000,1000.0000000000425
2025-183_q6,"Which of the following celebrity couples, if any, do you predict will break up in 2026?",Pop Culture,which-of-the-following-celebrity-couples-if-any-do-you-predict-will-break-up-in-2026,https://reports.verasight.io/reports/2026-predictions#q-6,2000,2000.0000000001182,+/- 2.2%,true,8,,,2000,2000.0000000001182
2025-183_q7,Do you think Rihanna will finally release an album in 2026?,Pop Culture,do-you-think-rihanna-will-finally-release-an-album-in-2026,https://reports.verasight.io/reports/2026-predictions#q-7,2000,2000.0000000001182,+/- 2.2%,false,3,,,2000,2000.0000000001182
2025-183_q8,Which team do you think will win the 2026 Super Bowl?,Pop Culture,which-team-do-you-think-will-win-the-2026-super-bowl,https://reports.verasight.io/reports/2026-predictions#q-8,2000,2000.0000000001182,+/- 2.2%,false,16,,,2000,2000.0000000001182
2025-183_q9_1,- Avengers: Doomsday,Pop Culture,avengers-doomsday,https://reports.verasight.io/reports/2026-predictions#q-1,2000,2000.0000000001182,+/- 2.2%,false,4,"How likely are you to see each of these movies, scheduled to be released in 2026?",,2000,2000.0000000001182
2025-183_q9_10,- The Hunger Games: Sunrise on the Reaping,Pop Culture,the-hunger-games-sunrise-on-the-reaping,https://reports.verasight.io/reports/2026-predictions#q-10,2000,2000.0000000001182,+/- 2.2%,false,4,"How likely are you to see each of these movies, scheduled to be released in 2026?",,2000,2000.0000000001182
2025-183_q9_2,- Toy Story 5,Pop Culture,toy-story-5,https://reports.verasight.io/reports/2026-predictions#q-2,2000,2000.0000000001182,+/- 2.2%,false,4,"How likely are you to see each of these movies, scheduled to be released in 2026?",,2000,2000.0000000001182
2025-183_q9_3,- Moana (live-action),Pop Culture,moana-live-action,https://reports.verasight.io/reports/2026-predictions#q-3,2000,2000.0000000001182,+/- 2.2%,false,4,"How likely are you to see each of these movies, scheduled to be released in 2026?",,2000,2000.0000000001182
2025-183_q9_4,- Spider-Man: Brand New Day,Pop Culture,spider-man-brand-new-day,https://reports.verasight.io/reports/2026-predictions#q-4,2000,2000.0000000001182,+/- 2.2%,false,4,"How likely are you to see each of these movies, scheduled to be released in 2026?",,2000,2000.0000000001182
2025-183_q9_5,- Supergirl,Pop Culture,supergirl,https://reports.verasight.io/reports/2026-predictions#q-5,2000,2000.0000000001182,+/- 2.2%,false,4,"How likely are you to see each of these movies, scheduled to be released in 2026?",,2000,2000.0000000001182
2025-183_q9_6,- Dune: Part Three,Pop Culture,dune-part-three,https://reports.verasight.io/reports/2026-predictions#q-6,2000,2000.0000000001182,+/- 2.2%,false,4,"How likely are you to see each of these movies, scheduled to be released in 2026?",,2000,2000.0000000001182
